predicted_target,predicted_target_str,actual_target_str,id
5.6,cycling,walking,60129542689
5.0,walking,walking,60129543300
5.0,walking,walking,60129543396
5.0,walking,walking,60129543411
5.0,walking,walking,60129543702
6.0,cycling,cycling,60129544018
6.0,cycling,cycling,60129544091
6.0,cycling,cycling,60129544234
6.0,cycling,cycling,60129544282
6.0,cycling,cycling,60129544394
6.0,cycling,cycling,60129544404
6.0,cycling,cycling,60129544493
1.0,running,running,60129544735
1.0,running,running,60129544803
1.0,running,running,60129544863
1.0,running,running,60129544937
6.0,cycling,cycling,60129545173
6.0,cycling,cycling,60129545246
6.0,cycling,cycling,60129545301
3.0,lying,lying,83
3.0,lying,lying,362
3.0,lying,lying,1265
2.0,sitting,sitting,1430
2.0,sitting,sitting,1580
2.0,sitting,sitting,2257
2.0,sitting,sitting,2323
2.0,sitting,sitting,2333
2.0,sitting,sitting,2351
0.0,standing,standing,2870
8.0,ascending_stairs,ascending_stairs,3059
6.6,descending_stairs,ascending_stairs,8589934656
8.0,ascending_stairs,ascending_stairs,8589934987
7.4,descending_stairs,descending_stairs,8589935080
7.0,descending_stairs,descending_stairs,8589935099
5.0,walking,walking,8589935410
5.0,walking,walking,8589935447
6.0,cycling,cycling,8589936211
6.0,cycling,cycling,8589936277
3.0,lying,lying,8589936358
3.0,lying,lying,8589936477
3.0,lying,lying,8589936644
3.0,lying,lying,8589936702
2.0,sitting,sitting,8589936961
2.0,sitting,sitting,8589937059
2.0,sitting,sitting,8589937071
2.0,sitting,sitting,8589937162
2.0,sitting,sitting,8589937211
2.0,sitting,sitting,8589937847
0.0,standing,standing,8589938479
5.6,cycling,ascending_stairs,17179869431
8.0,ascending_stairs,ascending_stairs,17179869738
6.6,descending_stairs,ascending_stairs,17179869827
7.8,ascending_stairs,ascending_stairs,17179869860
5.0,walking,walking,17179870089
5.0,walking,walking,17179870535
1.0,running,running,17179871175
4.0,rope_jumping,rope_jumping,17179871212
4.0,rope_jumping,rope_jumping,17179871276
3.0,lying,lying,17179871740
3.0,lying,lying,17179872024
2.0,sitting,sitting,17179872128
2.0,sitting,sitting,17179872152
2.0,sitting,sitting,25769803883
2.0,sitting,sitting,25769803947
2.0,sitting,sitting,25769804065
0.8,running,standing,25769804219
0.0,standing,standing,25769804249
0.0,standing,standing,25769804343
6.2,cycling,ascending_stairs,25769805269
7.0,descending_stairs,descending_stairs,25769805430
6.6,descending_stairs,descending_stairs,25769805499
8.0,ascending_stairs,ascending_stairs,25769805767
5.6,cycling,descending_stairs,25769805788
5.0,walking,walking,25769805913
5.0,walking,walking,25769806260
6.0,cycling,cycling,25769806932
6.0,cycling,cycling,25769806964
6.8,descending_stairs,running,25769807306
4.0,rope_jumping,rope_jumping,25769807565
3.0,lying,lying,34359738403
3.0,lying,lying,34359738525
3.0,lying,lying,34359738571
3.0,lying,lying,34359738694
3.0,lying,lying,34359738963
2.0,sitting,sitting,34359739681
2.0,sitting,sitting,34359739938
2.0,sitting,sitting,34359740015
1.0,running,standing,34359740704
7.0,descending_stairs,descending_stairs,34359740922
5.0,walking,walking,34359741257
5.0,walking,walking,34359741472
5.0,walking,walking,34359741533
5.6,cycling,walking,34359741561
5.0,walking,walking,34359741567
5.0,walking,walking,34359742139
6.0,cycling,cycling,34359742463
6.0,cycling,cycling,42949673126
6.0,cycling,cycling,42949673167
6.0,cycling,cycling,42949673460
3.0,lying,lying,42949673587
3.0,lying,lying,42949673768
3.0,lying,lying,42949673815
2.0,sitting,sitting,42949674321
0.0,standing,standing,42949674556
0.0,standing,standing,42949674621
0.0,standing,standing,42949674687
0.0,standing,standing,42949674690
0.0,standing,standing,42949674871
0.0,standing,standing,42949674876
0.0,standing,standing,42949674950
0.0,standing,standing,42949674986
0.0,standing,standing,42949675104
0.0,standing,standing,42949675113
5.0,walking,descending_stairs,42949675317
7.2,descending_stairs,descending_stairs,42949675469
7.4,descending_stairs,descending_stairs,42949675474
8.0,ascending_stairs,ascending_stairs,42949675643
8.0,ascending_stairs,ascending_stairs,42949675826
8.0,ascending_stairs,ascending_stairs,42949675936
7.0,descending_stairs,descending_stairs,51539607598
4.2,rope_jumping,walking,51539608117
5.0,walking,walking,51539608213
5.0,walking,walking,51539608244
6.0,cycling,cycling,51539608426
6.0,cycling,cycling,51539608510
6.0,cycling,cycling,51539608748
6.0,cycling,cycling,51539608769
6.0,cycling,cycling,51539608986
6.0,cycling,cycling,51539609053
1.0,running,running,51539609063
1.0,running,running,51539609224
1.0,running,running,51539609471
1.0,running,running,51539609534
1.0,running,running,51539609553
1.0,running,running,51539609575
1.0,running,running,51539609586
0.0,standing,standing,51539610432
0.0,standing,standing,51539610597
0.0,standing,standing,51539610807
0.0,standing,standing,51539610838
8.0,ascending_stairs,ascending_stairs,51539610923
6.8,descending_stairs,ascending_stairs,51539611368
8.0,ascending_stairs,ascending_stairs,51539611383
5.0,walking,ascending_stairs,51539611393
7.2,descending_stairs,descending_stairs,51539611612
5.6,cycling,ascending_stairs,60129542160
5.0,walking,walking,60129542419
5.0,walking,walking,60129542510
5.0,walking,walking,60129542830
5.0,walking,walking,60129542853
5.0,walking,walking,60129542961
5.0,walking,walking,60129542987
5.0,walking,walking,60129543220
5.0,walking,walking,60129543311
5.0,walking,walking,60129543584
5.0,walking,walking,60129543628
5.0,walking,walking,60129543662
6.2,cycling,walking,60129543667
6.0,cycling,cycling,60129544212
6.0,cycling,cycling,60129544275
6.0,cycling,cycling,60129544412
2.6,lying,running,60129544611
1.0,running,running,60129544790
1.0,running,running,60129544880
6.0,cycling,cycling,60129545266
6.0,cycling,cycling,60129545429
3.0,lying,lying,491
3.0,lying,lying,905
3.0,lying,lying,919
3.0,lying,lying,1189
2.0,sitting,sitting,1366
2.0,sitting,sitting,1820
2.0,sitting,sitting,2003
2.0,sitting,sitting,2120
2.0,sitting,sitting,2251
0.0,standing,standing,2809
8.0,ascending_stairs,ascending_stairs,8589934619
6.6,descending_stairs,descending_stairs,8589934699
5.0,walking,walking,8589935537
5.0,walking,walking,8589935687
5.0,walking,walking,8589935787
6.0,cycling,cycling,8589935797
6.0,cycling,cycling,8589935864
6.0,cycling,cycling,8589936200
3.0,lying,lying,8589936367
3.0,lying,lying,8589936418
3.0,lying,lying,8589936482
3.0,lying,lying,8589936559
2.0,sitting,sitting,8589936889
2.0,sitting,sitting,8589937005
0.0,standing,standing,8589937291
0.0,standing,standing,8589937597
0.0,standing,standing,8589937750
2.0,sitting,sitting,8589937852
0.0,standing,standing,8589938202
8.0,ascending_stairs,ascending_stairs,17179869266
8.0,ascending_stairs,ascending_stairs,17179869719
8.0,ascending_stairs,ascending_stairs,17179869720
8.0,ascending_stairs,ascending_stairs,17179869721
8.0,ascending_stairs,ascending_stairs,17179869723
5.6,cycling,descending_stairs,17179869885
5.0,walking,walking,17179870377
5.0,walking,walking,17179870512
1.0,running,running,17179870698
1.0,running,running,17179870704
1.0,running,running,17179870721
1.8,sitting,running,17179870825
2.4,sitting,running,17179871050
1.0,running,running,17179871152
3.4,lying,rope_jumping,17179871221
4.0,rope_jumping,rope_jumping,17179871284
3.0,lying,lying,17179871657
3.0,lying,lying,17179871764
3.0,lying,lying,17179871781
3.0,lying,lying,17179872027
2.0,sitting,sitting,17179872066
2.0,sitting,sitting,17179872107
2.0,sitting,sitting,17179872141
2.0,sitting,sitting,25769803862
2.0,sitting,sitting,25769804090
0.0,standing,standing,25769804582
7.0,descending_stairs,descending_stairs,25769805469
6.4,cycling,ascending_stairs,25769805535
5.0,walking,walking,25769806050
5.0,walking,walking,25769806077
5.0,walking,walking,25769806121
5.0,walking,walking,25769806591
6.0,cycling,cycling,25769806747
6.0,cycling,cycling,25769807025
6.0,cycling,cycling,25769807081
6.0,cycling,cycling,25769807191
3.4,lying,running,25769807207
4.0,rope_jumping,running,25769807209
4.0,rope_jumping,rope_jumping,25769807605
4.0,rope_jumping,rope_jumping,25769807672
3.0,lying,lying,25769807864
3.0,lying,lying,34359738498
3.0,lying,lying,34359738563
3.0,lying,lying,34359738840
3.0,lying,lying,34359738916
3.0,lying,lying,34359738929
2.0,sitting,sitting,34359739368
2.0,sitting,sitting,34359739523
2.0,sitting,sitting,34359739987
2.0,sitting,sitting,34359740085
2.0,sitting,sitting,34359740161
0.0,standing,standing,34359740196
0.0,standing,standing,34359740264
0.0,standing,standing,34359740268
0.0,standing,standing,34359740424
0.0,standing,standing,34359740526
5.6,cycling,ascending_stairs,34359741060
5.0,walking,walking,34359741410
5.0,walking,walking,34359741429
5.0,walking,walking,34359741578
5.0,walking,walking,34359741790
5.0,walking,walking,34359742292
5.0,walking,walking,34359742311
6.0,cycling,cycling,42949673383
6.0,cycling,cycling,42949673394
3.0,lying,lying,42949674027
3.0,lying,lying,42949674053
2.0,sitting,sitting,42949674275
2.0,sitting,sitting,42949674286
0.0,standing,standing,42949675029
8.0,ascending_stairs,ascending_stairs,42949675725
8.0,ascending_stairs,ascending_stairs,42949675852
5.0,walking,walking,51539607943
5.0,walking,walking,51539608165
6.0,cycling,cycling,51539608490
1.0,running,running,51539609432
1.0,running,running,51539609444
4.8,walking,running,51539609560
4.0,rope_jumping,rope_jumping,51539609735
2.2,sitting,rope_jumping,51539609825
2.0,sitting,sitting,51539609982
2.0,sitting,sitting,51539610059
2.0,sitting,sitting,51539610215
0.0,standing,standing,51539610350
0.0,standing,standing,51539610714
0.0,standing,standing,51539610744
0.0,standing,standing,51539610774
0.0,standing,standing,51539610827
0.0,standing,standing,51539610833
8.0,ascending_stairs,ascending_stairs,51539610981
7.0,descending_stairs,descending_stairs,51539611233
8.0,ascending_stairs,ascending_stairs,51539611408
7.6,ascending_stairs,ascending_stairs,60129542187
5.0,walking,walking,60129542282
6.2,cycling,descending_stairs,60129542285
7.0,descending_stairs,descending_stairs,60129542392
5.0,walking,walking,60129542486
4.2,rope_jumping,walking,60129542583
5.0,walking,walking,60129542610
5.0,walking,walking,60129542639
5.0,walking,walking,60129542723
5.0,walking,walking,60129542807
5.0,walking,walking,60129542814
5.0,walking,walking,60129542909
5.0,walking,walking,60129543026
5.0,walking,walking,60129543544
6.0,cycling,cycling,60129543864
6.0,cycling,cycling,60129543895
6.0,cycling,cycling,60129543940
6.0,cycling,cycling,60129543993
6.0,cycling,cycling,60129544001
6.0,cycling,cycling,60129544106
6.0,cycling,cycling,60129544297
6.0,cycling,cycling,60129544532
1.0,running,running,60129544693
1.0,running,running,60129545000
6.0,cycling,cycling,60129545287
6.0,cycling,cycling,60129545299
1.0,running,running,60129545463
3.0,lying,lying,12
3.0,lying,lying,200
3.0,lying,lying,295
3.0,lying,lying,355
3.0,lying,lying,655
3.0,lying,lying,952
3.0,lying,lying,1044
2.0,sitting,sitting,1466
2.0,sitting,sitting,1803
2.0,sitting,sitting,2102
2.0,sitting,sitting,2111
2.0,sitting,sitting,2306
2.0,sitting,sitting,2392
0.0,standing,standing,2440
0.0,standing,standing,2571
0.0,standing,standing,2585
0.0,standing,standing,2656
0.0,standing,standing,2858
7.0,descending_stairs,descending_stairs,8589934740
8.0,ascending_stairs,ascending_stairs,8589934863
7.0,descending_stairs,descending_stairs,8589935156
7.6,ascending_stairs,walking,8589935696
6.0,cycling,cycling,8589935803
6.0,cycling,cycling,8589936041
3.0,lying,lying,8589936330
2.0,sitting,sitting,8589937123
2.0,sitting,sitting,8589937146
2.0,sitting,sitting,8589937167
0.0,standing,standing,8589937207
2.0,sitting,sitting,8589937328
0.0,standing,standing,8589937462
0.0,standing,standing,8589937567
0.0,standing,standing,8589937872
0.8,running,standing,8589938025
0.0,standing,standing,8589938060
0.0,standing,standing,8589938061
0.0,standing,standing,8589938275
0.0,standing,standing,8589938527
7.0,descending_stairs,descending_stairs,17179869211
8.0,ascending_stairs,ascending_stairs,17179869688
6.4,cycling,descending_stairs,17179869910
5.0,walking,walking,17179870059
5.0,walking,walking,17179870385
1.0,running,running,17179870974
1.0,running,running,17179871120
4.0,rope_jumping,rope_jumping,17179871446
3.0,lying,lying,17179872021
2.0,sitting,sitting,17179872069
2.0,sitting,sitting,17179872076
2.0,sitting,sitting,25769803802
2.0,sitting,sitting,25769803949
2.0,sitting,sitting,25769804031
2.0,sitting,sitting,25769804034
2.0,sitting,sitting,25769804081
2.0,sitting,sitting,25769804106
0.0,standing,standing,25769804280
0.0,standing,standing,25769804291
0.0,standing,standing,25769804359
0.0,standing,standing,25769804581
6.6,descending_stairs,descending_stairs,25769805156
5.4,walking,descending_stairs,25769805201
7.4,descending_stairs,ascending_stairs,25769805371
7.0,descending_stairs,descending_stairs,25769805409
8.0,ascending_stairs,ascending_stairs,25769805679
5.6,cycling,ascending_stairs,25769805730
7.0,descending_stairs,descending_stairs,25769805861
5.0,walking,walking,25769805987
5.0,walking,walking,25769806038
5.0,walking,walking,25769806300
6.0,cycling,cycling,25769806652
6.0,cycling,cycling,25769806786
6.0,cycling,cycling,25769806946
6.0,cycling,cycling,25769806977
6.0,cycling,cycling,25769807017
6.0,cycling,cycling,25769807049
6.0,cycling,cycling,25769807052
6.0,cycling,cycling,25769807069
6.0,cycling,cycling,25769807134
1.8,sitting,running,25769807330
4.0,rope_jumping,rope_jumping,25769807470
4.0,rope_jumping,rope_jumping,25769807533
3.0,lying,lying,25769807758
3.0,lying,lying,34359738382
3.0,lying,lying,34359738655
3.0,lying,lying,34359739291
3.0,lying,lying,34359739327
2.0,sitting,sitting,34359739500
2.0,sitting,sitting,34359739852
2.0,sitting,sitting,34359740119
0.0,standing,standing,34359740303
0.0,standing,standing,34359740408
0.0,standing,standing,34359740466
0.0,standing,standing,34359740493
0.0,standing,standing,34359740520
0.0,standing,standing,34359740635
0.0,standing,standing,34359740666
0.0,standing,standing,34359740670
8.0,ascending_stairs,ascending_stairs,34359740848
7.2,descending_stairs,ascending_stairs,34359740875
8.0,ascending_stairs,ascending_stairs,34359740909
8.0,ascending_stairs,ascending_stairs,34359740911
8.0,ascending_stairs,ascending_stairs,34359740981
7.0,descending_stairs,descending_stairs,34359741125
7.0,descending_stairs,descending_stairs,34359741135
5.0,walking,walking,34359741845
5.0,walking,walking,34359741987
5.0,walking,walking,34359742217
5.0,walking,walking,34359742312
6.0,cycling,cycling,42949673091
6.0,cycling,cycling,42949673101
6.0,cycling,cycling,42949673208
6.0,cycling,cycling,42949673221
3.0,lying,lying,42949673726
3.0,lying,lying,42949673740
3.0,lying,lying,42949673920
2.0,sitting,sitting,42949674203
2.0,sitting,sitting,42949674473
2.0,sitting,sitting,42949674494
0.0,standing,standing,42949674805
0.0,standing,standing,42949675095
8.0,ascending_stairs,ascending_stairs,42949675270
8.0,ascending_stairs,ascending_stairs,51539607589
5.0,walking,walking,51539607706
5.0,walking,walking,51539607768
5.0,walking,walking,51539607913
6.0,cycling,cycling,51539608512
6.0,cycling,cycling,51539608674
6.0,cycling,cycling,51539608848
6.0,cycling,cycling,51539608981
1.0,running,running,51539609166
1.0,running,running,51539609293
1.8,sitting,running,51539609561
4.0,rope_jumping,rope_jumping,51539609677
4.0,rope_jumping,rope_jumping,51539609770
0.0,standing,standing,51539610294
0.0,standing,standing,51539610313
0.0,standing,standing,51539610434
7.8,ascending_stairs,ascending_stairs,51539611082
6.6,descending_stairs,ascending_stairs,51539611123
7.0,descending_stairs,descending_stairs,51539611607
5.0,walking,walking,60129542288
5.0,walking,walking,60129542538
5.0,walking,walking,60129542712
5.0,walking,walking,60129542757
5.0,walking,walking,60129543176
5.0,walking,walking,60129543271
5.0,walking,walking,60129543285
5.0,walking,walking,60129543559
6.0,cycling,cycling,60129544147
6.0,cycling,cycling,60129544271
6.0,cycling,cycling,60129544528
6.0,cycling,cycling,60129544539
1.0,running,running,60129544669
1.0,running,running,60129544799
1.0,running,running,60129545107
6.0,cycling,cycling,60129545362
3.0,lying,lying,141
3.0,lying,lying,288
3.0,lying,lying,543
3.0,lying,lying,826
3.0,lying,lying,855
3.0,lying,lying,879
3.0,lying,lying,942
3.0,lying,lying,1201
3.0,lying,lying,1296
2.0,sitting,sitting,1672
2.0,sitting,sitting,1747
2.0,sitting,sitting,2087
2.0,sitting,sitting,2352
0.0,standing,standing,2482
0.0,standing,standing,2654
0.0,standing,standing,2746
0.0,standing,standing,2757
0.0,standing,standing,2856
0.0,standing,standing,2952
7.0,descending_stairs,descending_stairs,8589934664
8.0,ascending_stairs,ascending_stairs,8589934937
8.0,ascending_stairs,ascending_stairs,8589934940
3.2,lying,walking,8589935485
5.0,walking,walking,8589935602
6.0,cycling,cycling,8589935983
3.0,lying,lying,8589936506
3.0,lying,lying,8589936549
3.0,lying,lying,8589936621
2.0,sitting,sitting,8589936928
2.0,sitting,sitting,8589937168
2.0,sitting,sitting,8589937321
2.0,sitting,sitting,8589937399
2.0,sitting,sitting,8589937636
0.0,standing,standing,8589937656
2.0,sitting,sitting,8589937741
0.0,standing,standing,8589937859
2.0,sitting,sitting,8589937950
0.0,standing,standing,8589938096
0.0,standing,standing,8589938582
6.6,descending_stairs,descending_stairs,17179869483
7.2,descending_stairs,descending_stairs,17179869505
7.2,descending_stairs,descending_stairs,17179869979
5.6,cycling,walking,17179870210
5.0,walking,walking,17179870299
5.0,walking,walking,17179870382
5.6,cycling,walking,17179870518
1.8,sitting,running,17179870782
1.0,running,running,17179870936
4.0,rope_jumping,rope_jumping,17179871302
3.0,lying,lying,17179871530
3.0,lying,lying,17179871616
2.0,sitting,sitting,17179872199
2.0,sitting,sitting,25769804142
0.0,standing,standing,25769804244
0.0,standing,standing,25769804459
0.0,standing,standing,25769804628
0.0,standing,standing,25769804720
0.0,standing,standing,25769804730
5.6,cycling,ascending_stairs,25769805355
7.0,descending_stairs,descending_stairs,25769805553
5.0,walking,walking,25769805927
5.0,walking,walking,25769806035
5.0,walking,walking,25769806156
5.0,walking,walking,25769806531
4.0,rope_jumping,rope_jumping,25769807485
4.0,rope_jumping,rope_jumping,25769807602
4.0,rope_jumping,rope_jumping,25769807604
4.0,rope_jumping,rope_jumping,25769807696
3.0,lying,lying,25769807723
3.0,lying,lying,25769807764
3.0,lying,lying,34359738575
3.0,lying,lying,34359738650
3.0,lying,lying,34359738676
3.0,lying,lying,34359738956
2.0,sitting,sitting,34359739415
2.0,sitting,sitting,34359739776
2.0,sitting,sitting,34359739807
2.0,sitting,sitting,34359739895
2.0,sitting,sitting,34359740172
0.0,standing,standing,34359740360
0.0,standing,standing,34359740653
0.0,standing,standing,34359740751
7.4,descending_stairs,ascending_stairs,34359740800
8.0,ascending_stairs,ascending_stairs,34359741048
7.0,descending_stairs,descending_stairs,34359741074
5.0,walking,walking,34359741262
4.6,walking,walking,34359741274
5.0,walking,walking,34359741348
5.0,walking,walking,34359741594
5.0,walking,walking,34359741861
5.0,walking,walking,34359741881
5.0,walking,walking,34359741932
5.0,walking,walking,34359742148
5.0,walking,walking,34359742174
5.0,walking,walking,34359742202
6.0,cycling,cycling,42949672988
6.0,cycling,cycling,42949673160
6.0,cycling,cycling,42949673309
3.0,lying,lying,42949673978
3.0,lying,lying,42949674052
0.0,standing,standing,42949674584
0.0,standing,standing,42949674752
0.0,standing,standing,42949674766
0.0,standing,standing,42949674797
0.0,standing,standing,42949674920
7.0,descending_stairs,descending_stairs,42949675330
8.0,ascending_stairs,ascending_stairs,42949675633
5.6,cycling,ascending_stairs,42949675719
6.6,descending_stairs,descending_stairs,42949675957
5.0,walking,walking,51539607895
5.6,cycling,walking,51539608126
5.0,walking,walking,51539608176
5.0,walking,walking,51539608205
5.0,walking,walking,51539608358
6.0,cycling,cycling,51539608544
6.0,cycling,cycling,51539608630
6.0,cycling,cycling,51539608749
3.0,lying,lying,51539609843
2.0,sitting,sitting,51539610142
0.0,standing,standing,51539610445
0.0,standing,standing,51539610455
0.0,standing,standing,51539610591
0.0,standing,standing,51539610831
0.0,standing,standing,51539610858
7.4,descending_stairs,descending_stairs,51539611250
8.0,ascending_stairs,ascending_stairs,51539611347
7.4,descending_stairs,descending_stairs,51539611500
7.4,descending_stairs,descending_stairs,51539611631
5.0,walking,walking,60129542413
5.0,walking,walking,60129542756
5.4,walking,walking,60129543019
5.0,walking,walking,60129543201
7.6,ascending_stairs,walking,60129543337
6.0,cycling,cycling,60129543821
6.0,cycling,cycling,60129544544
1.0,running,running,60129545049
3.0,lying,lying,55
3.0,lying,lying,373
3.0,lying,lying,544
3.0,lying,lying,614
3.0,lying,lying,922
3.0,lying,lying,943
3.0,lying,lying,1056
2.0,sitting,sitting,1397
2.0,sitting,sitting,1464
2.0,sitting,sitting,1538
2.0,sitting,sitting,1912
2.0,sitting,sitting,2142
2.0,sitting,sitting,2328
0.0,standing,standing,2565
0.0,standing,standing,2788
5.6,cycling,ascending_stairs,3003
7.0,descending_stairs,descending_stairs,8589934674
8.0,ascending_stairs,ascending_stairs,8589934886
8.0,ascending_stairs,ascending_stairs,8589935032
6.2,cycling,descending_stairs,8589935123
7.6,ascending_stairs,descending_stairs,8589935127
7.0,descending_stairs,descending_stairs,8589935219
5.0,walking,walking,8589935346
6.0,cycling,cycling,8589935873
6.0,cycling,cycling,8589935892
6.0,cycling,cycling,8589936043
3.0,lying,lying,8589936298
3.0,lying,lying,8589936805
2.0,sitting,sitting,8589936929
2.0,sitting,sitting,8589936935
2.0,sitting,sitting,8589937108
0.0,standing,standing,8589937212
0.0,standing,standing,8589937311
0.0,standing,standing,8589937580
0.0,standing,standing,8589937662
2.0,sitting,sitting,8589937710
2.0,sitting,sitting,8589937803
0.0,standing,standing,8589938097
0.0,standing,standing,8589938235
0.0,standing,standing,8589938244
0.0,standing,standing,8589938390
1.0,running,standing,8589938418
0.0,standing,standing,8589938594
0.0,standing,standing,8589938622
0.0,standing,standing,8589938659
0.0,standing,standing,8589938671
8.0,ascending_stairs,ascending_stairs,17179869324
8.0,ascending_stairs,ascending_stairs,17179869445
6.6,descending_stairs,descending_stairs,17179869911
5.0,walking,walking,17179870309
5.0,walking,walking,17179870393
2.4,sitting,running,17179870712
1.0,running,running,17179870820
1.0,running,running,17179870980
5.6,cycling,rope_jumping,17179871215
4.0,rope_jumping,rope_jumping,17179871487
3.0,lying,lying,17179871896
3.0,lying,lying,17179872037
3.0,lying,lying,17179872053
2.0,sitting,sitting,17179872090
2.0,sitting,sitting,17179872103
2.0,sitting,sitting,17179872190
2.0,sitting,sitting,25769803861
2.0,sitting,sitting,25769803930
2.0,sitting,sitting,25769804062
2.0,sitting,sitting,25769804098
2.0,sitting,sitting,25769804109
0.0,standing,standing,25769804252
0.0,standing,standing,25769804286
0.0,standing,standing,25769804287
0.0,standing,standing,25769804393
0.0,standing,standing,25769804452
0.0,standing,standing,25769804455
0.0,standing,standing,25769804461
0.0,standing,standing,25769804589
0.0,standing,standing,25769804637
5.6,cycling,descending_stairs,25769804997
4.4,rope_jumping,descending_stairs,25769805069
6.8,descending_stairs,ascending_stairs,25769805277
8.0,ascending_stairs,ascending_stairs,25769805522
5.0,walking,walking,25769806007
5.0,walking,walking,25769806041
5.0,walking,walking,25769806189
4.2,rope_jumping,walking,25769806241
6.0,cycling,cycling,25769806613
6.0,cycling,cycling,25769806655
6.0,cycling,cycling,25769806698
6.0,cycling,cycling,25769806897
6.0,cycling,cycling,25769806924
6.0,cycling,cycling,25769807063
6.0,cycling,cycling,25769807169
1.0,running,running,25769807251
3.0,lying,lying,34359738889
3.0,lying,lying,34359739012
3.0,lying,lying,34359739181
3.0,lying,lying,34359739302
2.0,sitting,sitting,34359740024
2.0,sitting,sitting,34359740061
3.2,lying,sitting,34359740078
0.0,standing,standing,34359740287
0.0,standing,standing,34359740457
8.0,ascending_stairs,ascending_stairs,34359740788
8.0,ascending_stairs,ascending_stairs,34359740831
5.0,walking,descending_stairs,34359740920
5.6,cycling,descending_stairs,34359740945
7.4,descending_stairs,descending_stairs,34359741188
5.6,cycling,walking,34359741525
5.0,walking,walking,34359741531
4.0,rope_jumping,walking,34359741550
5.0,walking,walking,34359741725
5.0,walking,walking,34359741921
5.0,walking,walking,34359742053
5.0,walking,walking,34359742150
5.0,walking,walking,34359742162
5.0,walking,walking,34359742372
6.0,cycling,cycling,34359742437
6.0,cycling,cycling,42949673023
6.0,cycling,cycling,42949673349
3.0,lying,lying,42949673737
3.0,lying,lying,42949673857
3.0,lying,lying,42949673928
3.0,lying,lying,42949673975
2.0,sitting,sitting,42949674090
2.0,sitting,sitting,42949674131
2.0,sitting,sitting,42949674322
0.0,standing,standing,42949674720
0.0,standing,standing,42949674915
5.6,cycling,ascending_stairs,42949675257
5.4,walking,descending_stairs,42949675531
8.0,ascending_stairs,ascending_stairs,42949675669
8.0,ascending_stairs,ascending_stairs,42949675782
6.2,cycling,ascending_stairs,42949675881
8.0,ascending_stairs,ascending_stairs,42949675940
6.4,cycling,descending_stairs,42949675955
6.2,cycling,ascending_stairs,42949675997
5.0,walking,walking,51539607733
5.0,walking,walking,51539607739
5.0,walking,walking,51539608087
6.0,cycling,cycling,51539609042
1.0,running,running,51539609114
1.0,running,running,51539609116
1.0,running,running,51539609148
1.0,running,running,51539609478
1.0,running,running,51539609581
5.0,walking,running,51539609592
1.0,running,running,51539609598
2.0,sitting,sitting,51539610158
0.0,standing,standing,51539610338
0.0,standing,standing,51539610431
0.0,standing,standing,51539610722
6.2,cycling,ascending_stairs,51539611047
7.2,descending_stairs,ascending_stairs,51539611058
7.4,descending_stairs,ascending_stairs,51539611119
7.0,descending_stairs,descending_stairs,60129542204
7.0,descending_stairs,descending_stairs,60129542365
5.0,walking,walking,60129542664
5.0,walking,walking,60129542764
6.2,cycling,walking,60129543255
5.0,walking,walking,60129543381
5.0,walking,walking,60129543387
5.0,walking,walking,60129543503
5.0,walking,walking,60129543639
5.0,walking,walking,60129543671
5.0,walking,walking,60129543797
6.8,descending_stairs,walking,60129543803
6.0,cycling,cycling,60129543842
6.0,cycling,cycling,60129544399
6.0,cycling,cycling,60129544486
1.0,running,running,60129545065
6.0,cycling,cycling,60129545216
3.0,lying,lying,74
3.0,lying,lying,280
3.0,lying,lying,322
3.0,lying,lying,390
3.0,lying,lying,492
3.0,lying,lying,664
3.0,lying,lying,872
3.0,lying,lying,893
3.0,lying,lying,996
3.0,lying,lying,1102
3.0,lying,lying,1289
2.0,sitting,sitting,1378
2.0,sitting,sitting,1387
2.0,sitting,sitting,1584
2.0,sitting,sitting,2002
2.0,sitting,sitting,2045
0.0,standing,standing,2515
0.0,standing,standing,2718
0.0,standing,standing,2911
4.2,rope_jumping,walking,8589935278
5.0,walking,walking,8589935505
5.4,walking,walking,8589935643
5.0,walking,walking,8589935778
6.0,cycling,cycling,8589935806
6.0,cycling,cycling,8589936138
6.0,cycling,cycling,8589936225
3.0,lying,lying,8589936525
3.0,lying,lying,8589936636
3.0,lying,lying,8589936661
3.0,lying,lying,8589936753
3.0,lying,lying,8589936795
2.0,sitting,sitting,8589937180
2.0,sitting,sitting,8589937227
2.0,sitting,sitting,8589937393
0.0,standing,standing,8589937564
2.0,sitting,sitting,8589937770
0.0,standing,standing,8589937844
2.0,sitting,sitting,8589937878
2.0,sitting,sitting,8589937977
0.0,standing,standing,8589938089
0.0,standing,standing,8589938414
0.0,standing,standing,8589938636
6.2,cycling,descending_stairs,17179869477
7.0,descending_stairs,descending_stairs,17179869612
6.8,descending_stairs,descending_stairs,17179869916
7.0,descending_stairs,descending_stairs,17179869949
6.6,descending_stairs,descending_stairs,17179869953
5.0,walking,walking,17179870099
5.0,walking,walking,17179870110
5.0,walking,walking,17179870491
1.0,running,running,17179870923
2.4,sitting,running,17179871179
4.0,rope_jumping,rope_jumping,17179871210
4.0,rope_jumping,rope_jumping,17179871369
4.0,rope_jumping,rope_jumping,17179871444
3.4,lying,rope_jumping,17179871462
3.0,lying,lying,17179871713
3.0,lying,lying,17179871863
3.0,lying,lying,17179871973
2.0,sitting,sitting,17179872097
